id,event_time,username,role,action,detail
5352,2025-12-22 08:13:07,Kabir793,user,Login,User initiated
5353,2026-01-15 13:55:40,Kabir922,user,Login,From desktop client
5354,2026-01-06 14:17:10,Kiaan774,user,Login,User initiated
5355,2025-12-18 23:02:29,Kiaan460,user,Password Changed,User initiated
5356,2026-02-20 07:06:43,Aditya45,user,Settings Changed,From analytics panel
5357,2025-12-29 19:01:42,Aadhya294,user,Login,Manual trigger
5358,2025-11-17 04:36:11,Anaya293,user,Compare Faces,From analytics panel
5359,2025-11-15 20:51:28,Pari869,user,Compare Faces,From desktop client
5360,2025-11-14 05:11:42,Arjun893,user,Export CSV,From analytics panel
5361,2026-01-12 15:59:11,Kabir484,user,Login,Manual trigger
5362,2026-02-21 14:54:49,Diya497,user,Model Retrain,User initiated
5363,2026-02-06 22:11:30,Ira967,user,Model Retrain,From analytics panel
5364,2025-11-12 14:24:34,Sara662,user,Compare Faces,Manual trigger
5365,2026-02-20 15:23:41,Kiara714,user,Model Retrain,From desktop client
5366,2025-11-24 06:58:53,Kabir61,user,Export CSV,Manual trigger
5367,2026-02-01 13:31:40,Avni579,user,Export CSV,From desktop client
5368,2025-11-29 07:16:59,Ira967,user,Attendance Marked,Manual trigger
5369,2025-12-03 21:24:27,Kabir525,user,Attendance Marked,Manual trigger
5370,2026-01-07 16:33:39,SG SHISHIR,user,Generate Face,From desktop client
5371,2025-12-26 03:15:11,Kiaan774,user,Attendance Marked,User initiated
5372,2026-02-14 13:43:18,Pari23,user,Model Retrain,From desktop client
5373,2025-12-10 22:13:18,Diya283,user,Model Retrain,Automated schedule
5374,2026-03-03 19:10:14,Vihaan132,user,Export CSV,Automated schedule
5375,2025-12-12 03:57:58,Dhruv667,user,Password Changed,Manual trigger
5376,2026-01-25 15:04:23,Pari869,user,Logout,Batch execution
5377,2026-03-09 21:00:17,Vihaan431,user,Attendance Marked,Manual trigger
5378,2025-12-25 01:41:08,Kabir531,user,Generate Face,Batch execution
5379,2026-02-14 23:46:40,Riya340,user,Attendance Marked,Manual trigger
5380,2026-01-15 10:25:58,Vihaan888,user,Login,Manual trigger
5381,2025-12-14 20:18:59,shishir,admin,Compare Faces,User initiated
5382,2026-01-09 14:00:54,Avni724,user,Model Retrain,From desktop client
5383,2026-01-31 06:25:51,Vihaan888,user,Password Changed,Manual trigger
5384,2026-01-18 11:16:57,Ishaan231,user,Password Changed,Automated schedule
5385,2025-12-17 23:25:08,Ishaan207,user,Login,Manual trigger
5386,2026-02-20 12:13:42,shishir1,user,Model Retrain,Batch execution
5387,2026-01-20 05:07:16,Aditya45,user,Model Retrain,Batch execution
5388,2025-12-10 10:38:32,Diya283,user,Model Retrain,Manual trigger
5389,2026-02-06 21:07:26,Riya969,user,Password Changed,Manual trigger
5390,2026-01-11 01:23:42,Diya451,user,Model Retrain,Batch execution
5391,2026-03-04 12:20:31,Dhruv10,user,Export CSV,From analytics panel
5392,2026-01-30 12:37:06,Sara919,user,Login,Manual trigger
5393,2025-12-12 11:57:24,Vihaan431,user,Password Changed,Automated schedule
5394,2025-11-19 20:19:37,Ishaan627,user,Generate Face,From desktop client
5395,2025-11-23 18:54:45,Dhruv667,user,Settings Changed,Manual trigger
5396,2025-12-24 00:59:56,Vihaan317,user,Password Changed,Batch execution
5397,2025-12-26 16:35:23,Avni845,user,Model Retrain,User initiated
5398,2025-11-17 18:38:08,Avni631,user,Settings Changed,From desktop client
5399,2025-12-03 11:52:42,Vihaan431,user,Settings Changed,From desktop client
5400,2025-12-11 21:34:53,Anaya339,user,Login,Automated schedule
5401,2026-02-16 19:27:28,Avni579,user,Settings Changed,Manual trigger
5402,2026-02-18 12:07:57,Aarav171,user,Settings Changed,From desktop client
5403,2026-01-23 11:29:30,Diya183,user,Logout,Batch execution
5404,2025-12-12 21:59:11,Myra298,user,Generate Face,From analytics panel
5405,2026-02-12 05:40:06,Kabir26,user,Model Retrain,From analytics panel
5406,2025-12-08 01:50:51,Anaya293,user,Export CSV,User initiated
5407,2025-11-30 13:48:44,Pari23,user,Password Changed,From desktop client
5408,2026-01-24 02:25:16,Riya313,admin,Attendance Marked,Batch execution
5409,2026-01-02 00:02:27,Myra407,user,Login,Automated schedule
5410,2026-01-11 16:50:10,Diya389,user,Model Retrain,Manual trigger
5411,2025-12-16 16:25:43,Diya389,user,Attendance Marked,Batch execution
5412,2026-01-29 18:49:35,Kiaan774,user,Model Retrain,From analytics panel
5413,2026-02-15 10:56:56,Kabir525,user,Compare Faces,From analytics panel
5414,2026-01-07 05:57:20,shishir1,user,Generate Face,Batch execution
5415,2025-11-27 23:08:24,Dhruv667,user,Password Changed,Batch execution
5416,2026-03-06 21:36:36,Kiara950,user,Password Changed,From analytics panel
5417,2025-12-22 18:05:08,Kabir531,user,Export CSV,Batch execution
5418,2026-02-02 12:28:54,Diya637,user,Export CSV,Batch execution
5419,2026-01-12 08:06:39,Sara662,user,Settings Changed,From analytics panel
5420,2025-11-19 19:26:40,Kabir61,user,Generate Face,Automated schedule
5421,2026-01-04 21:02:08,Avni631,user,Login,Manual trigger
5422,2026-01-17 07:29:38,Diya727,user,Attendance Marked,Manual trigger
5423,2026-03-10 04:59:53,Aarav474,user,Logout,Batch execution
5424,2025-11-19 00:41:22,Avni870,admin,Generate Face,From desktop client
5425,2025-12-12 07:32:22,Arjun635,user,Export CSV,From analytics panel
5426,2025-11-30 15:07:55,Myra116,admin,Login,Automated schedule
5427,2025-12-31 13:24:50,Anaya874,user,Model Retrain,Batch execution
5428,2025-11-29 07:36:13,Anaya339,user,Generate Face,User initiated
5429,2025-12-29 03:39:40,Aarav824,user,Logout,From analytics panel
5430,2026-03-02 17:32:07,Kiaan117,user,Model Retrain,From analytics panel
5431,2026-01-08 10:08:48,Aditya530,user,Model Retrain,From desktop client
5432,2026-01-10 05:50:34,Aarav485,user,Model Retrain,User initiated
5433,2025-11-25 18:35:17,Atharv96,user,Logout,Automated schedule
5434,2025-12-14 06:32:06,Riya933,user,Logout,User initiated
5435,2026-01-18 17:30:56,Reyansh444,user,Password Changed,Manual trigger
5436,2026-03-01 10:52:37,Anaya861,user,Generate Face,Batch execution
5437,2026-03-06 02:14:24,Ira275,user,Password Changed,User initiated
5438,2026-03-09 02:01:12,Ira409,user,Compare Faces,From analytics panel
5439,2026-02-09 23:12:04,Avni870,admin,Export CSV,User initiated
5440,2026-03-13 08:03:07,Aditya179,user,Password Changed,Manual trigger
5441,2025-12-29 15:09:45,Kiara44,user,Model Retrain,Automated schedule
5442,2026-02-08 05:58:23,Kabir922,user,Password Changed,Manual trigger
5443,2026-02-07 18:08:49,Reyansh444,user,Attendance Marked,From analytics panel
5444,2026-01-09 23:16:08,Avni870,admin,Model Retrain,Manual trigger
5445,2025-12-05 22:08:17,Anaya874,user,Attendance Marked,From desktop client
5446,2026-02-19 10:27:56,Atharv240,user,Settings Changed,Batch execution
5447,2026-02-22 18:34:04,Diya60,user,Password Changed,Automated schedule
5448,2025-12-30 10:12:21,Avni300,user,Logout,From analytics panel
5449,2025-12-16 15:10:20,Aadhya440,user,Settings Changed,From analytics panel
5450,2025-12-26 08:55:16,Avni724,user,Export CSV,User initiated
5451,2026-02-20 07:34:18,Kiaan774,user,Compare Faces,Automated schedule
5452,2026-02-22 01:38:57,Kiara616,user,Login,Manual trigger
5453,2026-02-23 23:56:55,Vihaan113,user,Login,Automated schedule
5454,2025-11-28 13:22:17,Avni545,user,Login,From desktop client
5455,2025-12-22 21:17:08,Avni631,user,Settings Changed,From analytics panel
5456,2025-12-07 21:55:15,Kabir525,user,Generate Face,From desktop client
5457,2026-02-22 07:34:42,Myra407,user,Password Changed,From desktop client
5458,2026-01-10 14:57:16,shishir,admin,Compare Faces,User initiated
5459,2025-12-04 15:12:16,Sara285,user,Generate Face,From analytics panel
5460,2025-11-27 05:47:08,Kiaan774,user,Model Retrain,Batch execution
5461,2026-03-02 04:12:50,Pari586,user,Login,Batch execution
5462,2026-02-25 12:33:07,Anaya861,user,Export CSV,Manual trigger
5463,2026-03-08 12:49:31,Ishaan572,user,Compare Faces,From analytics panel
5464,2026-02-19 17:12:28,Aadhya440,user,Model Retrain,From analytics panel
5465,2026-01-19 13:20:55,Ishaan572,user,Logout,From analytics panel
5466,2025-12-05 02:20:56,Avni545,user,Attendance Marked,Automated schedule
5467,2026-01-29 23:13:16,Pari586,user,Login,User initiated
5468,2025-11-15 09:43:47,Diya59,user,Attendance Marked,User initiated
5469,2026-03-02 21:53:34,Reyansh444,user,Compare Faces,Automated schedule
5470,2026-03-11 11:56:11,Pari869,user,Logout,From analytics panel
5471,2025-12-07 08:22:38,Ishaan372,user,Settings Changed,From analytics panel
5472,2026-01-11 20:12:05,Ishaan969,user,Password Changed,Batch execution
5473,2025-12-28 16:20:33,Aditya340,user,Attendance Marked,From analytics panel
5474,2026-01-20 11:00:41,Arjun667,user,Settings Changed,User initiated
5475,2025-11-18 03:07:07,Kiara616,user,Model Retrain,From analytics panel
5476,2025-12-02 03:58:47,Diya60,user,Logout,Manual trigger
5477,2025-11-20 14:13:29,Ishaan969,user,Logout,From desktop client
5478,2025-12-25 00:06:27,Aditya45,user,Password Changed,User initiated
5479,2026-02-11 01:24:33,Aadhya294,user,Logout,From desktop client
5480,2026-01-13 22:41:14,Pari465,user,Compare Faces,From analytics panel
5481,2025-12-14 00:31:59,Myra116,admin,Attendance Marked,From analytics panel
5482,2025-12-22 20:57:55,Kiara397,user,Attendance Marked,Automated schedule
5483,2025-12-10 12:16:47,Ira409,user,Compare Faces,Automated schedule
5484,2026-02-02 00:00:02,Riya941,user,Login,User initiated
5485,2026-01-03 18:42:35,Aarav25,user,Export CSV,From desktop client
5486,2026-01-18 21:08:00,Aditya340,user,Settings Changed,From analytics panel
5487,2026-01-16 20:42:32,Vihaan113,user,Logout,Batch execution
5488,2026-03-09 04:51:05,Avni845,user,Compare Faces,Batch execution
5489,2026-01-02 21:20:41,shishir1,user,Export CSV,From desktop client
5490,2026-01-25 19:36:29,Myra407,user,Generate Face,From desktop client
5491,2025-11-13 02:58:54,Ishaan969,user,Login,User initiated
5492,2025-12-24 09:50:37,Ira967,user,Attendance Marked,Automated schedule
5493,2026-01-08 04:11:32,Vihaan113,user,Settings Changed,From desktop client
5494,2025-12-05 01:02:00,Aarav325,user,Settings Changed,Batch execution
5495,2026-01-13 18:35:27,Anaya861,user,Settings Changed,From desktop client
5496,2026-01-30 15:19:54,Aditya340,user,Compare Faces,Automated schedule
5497,2026-03-12 01:42:52,Atharv528,user,Export CSV,From desktop client
5498,2026-01-29 14:54:50,Kiara937,user,Login,User initiated
5499,2025-12-30 16:52:46,Dhruv10,user,Generate Face,User initiated
5500,2026-02-15 14:53:32,Atharv900,user,Settings Changed,Automated schedule
5501,2026-02-14 00:54:07,Anaya874,user,Password Changed,Batch execution
5502,2025-12-24 17:08:17,Vihaan431,user,Login,From desktop client
5503,2025-12-16 09:41:32,Sara194,user,Login,Automated schedule
5504,2025-11-30 08:18:41,Riya313,admin,Login,Automated schedule
5505,2025-12-04 07:10:10,Aarav474,user,Model Retrain,Manual trigger
5506,2025-12-01 10:19:20,Ishaan627,user,Export CSV,Manual trigger
5507,2026-03-03 14:15:12,Arjun421,user,Compare Faces,Manual trigger
5508,2025-11-19 21:10:26,Kabir61,user,Compare Faces,From desktop client
5509,2026-03-10 06:45:57,Ishaan627,user,Compare Faces,Batch execution
5510,2026-01-17 09:11:54,Sara662,user,Export CSV,Manual trigger
5511,2026-02-02 12:57:41,Vihaan888,user,Export CSV,Manual trigger
5512,2025-12-30 11:50:28,Dhruv830,user,Logout,From analytics panel
5513,2025-12-27 19:52:13,Ishaan207,user,Model Retrain,From analytics panel
5514,2026-01-04 10:26:17,Kabir525,user,Model Retrain,Automated schedule
5515,2026-01-03 11:12:47,Ishaan231,user,Password Changed,Manual trigger
5516,2026-02-23 23:57:33,Atharv900,user,Model Retrain,Automated schedule
5517,2025-11-21 10:22:44,Ira249,user,Login,From desktop client
5518,2025-12-03 09:26:10,Dhruv10,user,Logout,User initiated
5519,2026-01-04 17:09:47,Avni300,user,Generate Face,User initiated
5520,2025-12-25 17:09:31,Avni300,user,Logout,From analytics panel
5521,2025-12-12 11:07:22,Diya497,user,Settings Changed,From analytics panel
5522,2025-12-19 21:07:33,Aditya656,user,Password Changed,Automated schedule
5523,2026-02-13 11:25:36,Ishaan572,user,Generate Face,From analytics panel
5524,2026-01-28 08:20:23,Avni845,user,Logout,User initiated
5525,2026-02-09 13:18:47,Kabir922,user,Logout,Manual trigger
5526,2025-12-19 06:25:30,Aarav480,user,Model Retrain,User initiated
5527,2025-12-19 15:01:15,Aadhya505,user,Compare Faces,From desktop client
5528,2025-12-19 14:42:33,Diya497,user,Attendance Marked,From analytics panel
5529,2025-12-30 03:26:35,Atharv900,user,Password Changed,Manual trigger
5530,2025-12-31 04:47:20,Sara194,user,Settings Changed,Manual trigger
5531,2026-01-25 19:44:18,Sara662,user,Model Retrain,Manual trigger
5532,2025-12-07 18:16:28,Aarav875,user,Settings Changed,Manual trigger
5533,2025-12-24 11:13:09,Aditya45,user,Export CSV,From desktop client
5534,2026-02-25 04:24:03,Diya637,user,Attendance Marked,From desktop client
5535,2025-12-18 01:17:47,Kabir484,user,Attendance Marked,Manual trigger
5536,2026-01-24 05:54:32,Ishaan969,user,Export CSV,From analytics panel
5537,2026-01-05 06:50:50,Vihaan113,user,Logout,Automated schedule
5538,2026-02-14 07:25:27,Aadhya294,user,Compare Faces,User initiated
5539,2026-01-06 00:41:03,Kabir793,user,Export CSV,From analytics panel
5540,2026-01-11 13:50:45,Kabir525,user,Generate Face,Batch execution
5541,2026-01-20 01:06:56,Arjun116,user,Generate Face,Batch execution
5542,2025-12-05 04:22:20,Myra116,admin,Compare Faces,Manual trigger
5543,2026-02-28 02:39:10,Ira409,user,Login,From analytics panel
5544,2025-12-05 10:20:28,Ira409,user,Login,From desktop client
5545,2026-02-09 02:06:23,Diya497,user,Password Changed,From desktop client
5546,2025-12-28 01:42:14,Riya442,user,Settings Changed,From analytics panel
5547,2025-12-29 22:52:02,Aadhya294,user,Generate Face,Manual trigger
5548,2026-01-20 20:32:02,Kiara950,user,Generate Face,Manual trigger
5549,2025-11-12 17:54:18,Vihaan431,user,Generate Face,Batch execution
5550,2025-12-06 06:03:18,Aarav875,user,Attendance Marked,User initiated
5551,2026-02-24 09:32:33,Kabir61,user,Export CSV,From analytics panel
5552,2025-12-01 03:02:38,Sara194,user,Logout,From desktop client
5553,2026-02-24 08:16:54,Aadhya294,user,Password Changed,User initiated
5554,2026-03-10 09:09:15,Aarav325,user,Compare Faces,User initiated
5555,2026-02-18 19:00:39,Diya637,user,Logout,Automated schedule
5556,2025-12-11 07:53:56,Ira249,user,Login,Automated schedule
5557,2025-12-11 20:50:42,Aditya656,user,Model Retrain,Batch execution
5558,2025-12-30 04:40:50,Atharv240,user,Logout,From analytics panel
5559,2026-02-08 19:02:31,Kabir32,user,Settings Changed,From analytics panel
5560,2025-12-10 06:31:54,Avni545,user,Settings Changed,Automated schedule
5561,2026-02-11 23:24:08,Pari23,user,Login,Manual trigger
5562,2025-11-24 17:47:42,Aarav485,user,Attendance Marked,From analytics panel
5563,2025-12-26 14:38:15,Aarav480,user,Export CSV,From analytics panel
5564,2025-12-28 08:53:53,Pari586,user,Password Changed,From desktop client
5565,2026-02-22 19:44:49,Aadhya294,user,Login,From desktop client
5566,2026-02-08 20:59:03,Ishaan969,user,Attendance Marked,Manual trigger
5567,2025-11-29 19:40:37,Ishaan257,user,Password Changed,Automated schedule
5568,2026-02-08 06:50:01,Avni724,user,Generate Face,User initiated
5569,2026-02-11 07:39:10,Kiaan460,user,Compare Faces,From desktop client
5570,2026-01-05 22:14:20,Aarav325,user,Export CSV,From analytics panel
5571,2026-01-25 04:01:50,Anaya293,user,Generate Face,Automated schedule
5572,2025-11-20 07:40:33,Kiara14,user,Password Changed,Automated schedule
5573,2026-02-18 00:20:30,Dhruv10,user,Settings Changed,From desktop client
5574,2025-11-22 14:49:44,Anaya861,user,Logout,User initiated
5575,2026-01-06 23:10:03,Sara239,user,Generate Face,From analytics panel
5576,2025-11-17 02:11:14,Kiara397,user,Generate Face,From analytics panel
5577,2026-02-21 01:21:38,Ira275,user,Logout,Manual trigger
5578,2026-02-09 01:54:13,Riya313,admin,Export CSV,Manual trigger
5579,2025-12-16 21:39:52,Diya451,user,Generate Face,From analytics panel
5580,2025-12-01 11:44:14,Avni724,user,Model Retrain,From desktop client
5581,2026-02-24 21:12:34,Pari869,user,Logout,From desktop client
5582,2026-02-01 05:11:14,Ishaan231,user,Attendance Marked,Batch execution
5583,2026-02-17 22:12:39,Diya497,user,Settings Changed,User initiated
5584,2025-12-12 22:28:11,Diya284,user,Logout,User initiated
5585,2026-01-04 22:37:10,Diya283,user,Compare Faces,Batch execution
5586,2025-12-26 19:35:23,Kiaan460,user,Model Retrain,From desktop client
5587,2026-03-02 21:56:31,Vihaan738,user,Attendance Marked,Automated schedule
5588,2026-01-02 18:44:36,Aditya45,user,Logout,From analytics panel
5589,2025-12-30 06:34:04,Ira249,user,Export CSV,Manual trigger
5590,2026-02-19 07:12:10,Kabir26,user,Password Changed,Manual trigger
5591,2025-12-13 20:04:57,Riya969,user,Compare Faces,User initiated
5592,2026-01-12 11:19:49,Dhruv667,user,Password Changed,Automated schedule
5593,2026-01-14 13:12:18,Arjun421,user,Settings Changed,Automated schedule
5594,2026-01-31 13:56:56,Ishaan257,user,Password Changed,Automated schedule
5595,2025-12-04 02:10:09,Pari586,user,Export CSV,From analytics panel
5596,2025-12-12 16:34:20,Pari23,user,Login,From desktop client
5597,2026-03-09 01:37:43,Aarav171,user,Login,Automated schedule
5598,2026-02-13 04:00:59,Sara239,user,Compare Faces,From analytics panel
5599,2026-02-23 11:42:38,Riya969,user,Model Retrain,Batch execution
5600,2025-11-18 16:56:17,Avni724,user,Settings Changed,From analytics panel
5601,2026-01-03 15:04:22,Vihaan16,user,Logout,From desktop client
5602,2026-03-13 02:38:11,Diya284,user,Model Retrain,User initiated
5603,2025-11-19 12:09:56,Riya933,user,Compare Faces,Automated schedule
5604,2026-01-11 07:44:39,Riya941,user,Logout,From desktop client
5605,2026-03-08 15:50:02,Aarav480,user,Settings Changed,User initiated
5606,2025-12-31 01:51:38,Ishaan944,admin,Export CSV,From analytics panel
5607,2026-01-21 01:29:14,Aarav171,user,Login,User initiated
5608,2026-01-30 05:49:58,Ishaan372,user,Generate Face,User initiated
5609,2026-01-09 02:42:03,Sara662,user,Settings Changed,From analytics panel
5610,2026-02-16 02:21:09,Anaya874,user,Password Changed,From desktop client
5611,2026-02-09 03:59:02,Aarav875,user,Logout,Batch execution
